tid,lang,score,text,label,Gender
twv14662,in,0,@mwangaza_kawira Ubarikiwe 0722699528 waiting,positive,women
twv14668,in,-0.1,"@mwangaza_kawira You are too toxic madam, umeingia tu juzi  YUDA but unataka ku outshine Ndindi Nyoro? Fanyia watu wa Meru kazi kwanza ndio utuletee mshenee",Insult and Hate Speech,women
twv14669,in,0,@mwangaza_kawira Hii ujinga si upeleke huko kwa WhatsApp status yako a Facebook ndo kuna  hii ujinga iko,Insult and Hate Speech,women
twv14670,en,0,@mwangaza_kawira Iam in,Neutral,women
twv14672,und,0,@mwangaza_kawira @NdindiiNyoro 2ko,Neutral,women
twv14674,en,0,"@mwangaza_kawira Is this serious or its about followers.
0720087375",Neutral,women
twv14675,en,0,@mwangaza_kawira 0729298398 atleast,Neutral,women
twv14678,und,0,@mwangaza_kawira 0790398860,Neutral,women
twv14680,ht,0,@mwangaza_kawira Naingojea,Neutral,women
twv14681,und,0,@mwangaza_kawira Rudia na sauti,Trolling,women
twv14682,in,0,"@mwangaza_kawira Mbona si shamba and nyumba.....we are not cheap like katakata,",Insult and Hate Speech,women
twv14683,en,0,"@mwangaza_kawira Wewe pia uko na hii tabia mbaya, if you don't have followers relax",Insult and Hate Speech,women
twv14684,tl,0,@mwangaza_kawira Naona uko ndani kabisa,Neutral,women
twv14686,in,0,@mwangaza_kawira Yangu iko wapi?,Neutral,women
twv14687,en,-0.15,"@mwangaza_kawira What is this nonsense about buying lunch,breakfast brah brah by the politicians?",Insult and Hate Speech,women
twv14688,in,0,"@mwangaza_kawira 0714083959
Nakupenda sana",positive,women
twv14690,und,0,@mwangaza_kawira 0797223323,Neutral,women
twv14691,tl,0,@mwangaza_kawira Nko nawe,Neutral,women
twv14693,en,-0.25,@mwangaza_kawira Am late but i think you can consider me <U+0001F603><U+0001F603>,Neutral,women
twv14696,en,-1.25,@mwangaza_kawira FAKE account. Be warned.,Neutral,women
twv14698,en,0,@mwangaza_kawira Sure,Neutral,women
twv14700,cs,0,@mwangaza_kawira Lunch ikuje,Neutral,women
twv14701,und,0,@mwangaza_kawira Ikuje ikuje,Neutral,women
twv14703,tl,0,@mwangaza_kawira Lunch ilipotelea wapi madam Governor,Trolling,women
twv14704,en,0,@mwangaza_kawira 0745147628 that my number mwenda from Githongo,Neutral,women
twv14705,in,0,@mwangaza_kawira Sisi ndo tunafika supper iko ama tuscroll<U+0001F602>,Trolling,women
twv14706,en,0,@mwangaza_kawira Where is it madam,Neutral,women
twv14707,ht,0,@mwangaza_kawira Kila time najipata kwa above 2k<U+0001F914>,Neutral,women
twv14709,pl,0,@mwangaza_kawira Pongezi sana. Angaza kwote Meru land Kwa uwezo wa bwana.,positive,women
twv14710,in,0,@mwangaza_kawira hii ujinga ipelekwe Facebook tafadhali,Insult and Hate Speech,women
twv14713,in,-0.25,@mwangaza_kawira Usianze na fake promises madam gavana tumekufollow roho safi<U+0001F602><U+0001F602><U+0001F4AF>@mwangaza_kawira,Insult and Hate Speech,women
twv14714,es,-1,@mwangaza_kawira Liar,Trolling,women
twv14715,und,0,@mwangaza_kawira Usiponitumiq nakuroga,Insult and Hate Speech,women
twv14718,en,-0.5,"@mwangaza_kawira Mandera not Madera. At the same time, don't misuse the word",Trolling,women
twv14719,fi,0,@mwangaza_kawira Kuvuna tu wafuasi .,Trolling,women
twv14720,in,0,@mwangaza_kawira Mnakuanga waongo lakini,Insult and Hate Speech,women
twv14721,und,0,@mwangaza_kawira +254 742116504,Neutral,women
twv14722,und,0,@mwangaza_kawira Poa,Neutral,women
twv14723,tr,0,@mwangaza_kawira 0792268452 Allan,Neutral,women
twv14725,en,0,@mwangaza_kawira Buy me supper,Neutral,women
twv14726,en,-0.5,@mwangaza_kawira Confused.too early do you know what you are saying,Insult and Hate Speech,women
twv14727,en,0,@mwangaza_kawira follow back,Neutral,women
twv14729,und,0,@mwangaza_kawira 0711242105,Neutral,women
twv14730,et,0,@mwangaza_kawira Lunch yangu ama wataka tukule supper mkuu,Trolling,women
twv14731,tl,0,@mwangaza_kawira Usipobuy tunagang up tunareport unasuspendiwa mumamaa,Sexual violence,women
twv14732,en,0,"@mwangaza_kawira I followed,",Neutral,women
twv14733,en,-0.35,@mwangaza_kawira This is how politicians cheat wananchi in exchange of fame.Letme confirm is this is false.Tuma hapa 0723790698,Insult and Hate Speech,women
twv14734,tl,0,@mwangaza_kawira Woww,Neutral,women
twv14735,in,0,@mwangaza_kawira Wapi,Neutral,women
twv14736,und,0,@mwangaza_kawira <U+0001F44D>,Neutral,women
twv14737,en,0,@mwangaza_kawira where is that lunch,Neutral,women
twv14738,en,-0.25,"@mwangaza_kawira It is not Madela, it's Mandela, and he was jailed for freedom. Who's else in Kenya was jailed for freedom?",Trolling,women
twv14740,tl,-0.1,@mwangaza_kawira Wapi launch kawíra,Neutral,women
twv14741,und,0,@mwangaza_kawira 0703469860,Neutral,women
twv14744,en,0,@mwangaza_kawira Waiting for my Lunch,Neutral,women
twv14745,en,0,@mwangaza_kawira Where is mine I haven't seen?,Neutral,women
twv14746,und,0,@mwangaza_kawira Hey,Neutral,women
twv14748,en,0,@mwangaza_kawira Sellout,Neutral,women
twv14749,en,-0.75,@mwangaza_kawira @NdindiiNyoro Useless,Insult and Hate Speech,women
twv14750,en,0,@mwangaza_kawira Where is mine,Neutral,women
twv14752,tl,0,@mwangaza_kawira Nkabana,Neutral,women
twv14753,tl,0,@mwangaza_kawira Nunulia Huyo mpiga ngita murega baisu.,Neutral,women
twv14754,und,0,@mwangaza_kawira 0706549286,Neutral,women
twv14755,en,0,@mwangaza_kawira Buy me lunch 0725359688,Neutral,women
twv14756,in,0,@mwangaza_kawira Wapi lunch yangu,Neutral,women
twv14757,und,0,@mwangaza_kawira @JackBennito,Neutral,women
twv14759,en,0,@mwangaza_kawira Am in,Neutral,women
twv14764,en,0,@mwangaza_kawira I'm here horn,Neutral,women
twv14767,en,0,@mwangaza_kawira madam governor <U+0001F44F><U+0001F44F><U+0001F44F>,Neutral,women
twv14768,tl,0,@mwangaza_kawira 0799665902 iyo hapo,Neutral,women
twv14769,in,0,@mwangaza_kawira Wewe,Neutral,women
twv14771,en,0,@mwangaza_kawira Madam Governor,Neutral,women
twv14772,sv,0,@mwangaza_kawira lunch ikam<U+0001F600>,Neutral,women
twv14773,en,0,@mwangaza_kawira Am here,Neutral,women
twv14774,en,0,@mwangaza_kawira Let me believe so,Neutral,women
twv14775,en,0,@mwangaza_kawira You don't buy you people,Trolling,women
twv14776,und,0,@mwangaza_kawira 0715772510,Neutral,women
twv14777,in,0,@mwangaza_kawira 0758793566 nimeku-follow,Neutral,women
twv14778,in,0,@mwangaza_kawira Pia nyinyi waheshimiwa ni wakora... U never sent.,Insult and Hate Speech,women
twv14779,en,0,@mwangaza_kawira Count me in Hon.,Neutral,women
twv14780,en,0,@mwangaza_kawira We dont need your lunch . We need to fix this country ng'ombe ici <U+0001F644><U+0001F644><U+0001F624> https://t.co/IRBSaHnV7P,Insult and Hate Speech,women
twv14781,in,0,"@mwangaza_kawira 0756581524

Ikam thruu asaapp!",Neutral,women
twv14783,und,0,@mwangaza_kawira <U+0001F590><U+FE0F>,Neutral,women
twv14784,en,0,@mwangaza_kawira Following 072942900,Neutral,women
twv14786,et,0,@mwangaza_kawira Mine 0797373502,Neutral,women
twv14787,und,0,@mwangaza_kawira 0717832321,Neutral,women
twv14788,in,0,@mwangaza_kawira 0798198698 Tuendele kutangaza injili,Neutral,women
twv14789,en,0,@mwangaza_kawira I'm in my able governor,Neutral,women
twv14790,en,0,@mwangaza_kawira Really,Neutral,women
twv14791,en,0,@mwangaza_kawira I have done it#0722215596 mike korir https://t.co/L8HLGJUOHp,Neutral,women
twv14792,en,-0.25,@mwangaza_kawira I need my late lunch,Trolling,women
twv14794,en,0,@mwangaza_kawira Can I send my mpsa number?,Neutral,women
twv14795,und,0,@mwangaza_kawira <U+261D>,Neutral,women
twv14797,und,0,@mwangaza_kawira buy,Neutral,women
twv14799,en,0,@mwangaza_kawira Here I have come my able governor,Neutral,women
twv14801,in,0,@mwangaza_kawira Mii nko Kenya kwanza,Trolling,women
twv14803,en,0,@mwangaza_kawira I have done so. Lunch kwa 0701310209. Gavana ni mama,Neutral,women
twv14804,in,0,@mwangaza_kawira Tuma basi,Neutral,women
twv14805,et,0,@mwangaza_kawira Uzuri asipobuy tunaunfollow<U+0001F602><U+0001F602>,Trolling,women
twv14808,en,0,@mwangaza_kawira Follow,Neutral,women
twv14809,en,0,@mwangaza_kawira Hello there,Neutral,women
twv14810,en,0,@mwangaza_kawira Here is my number 0714786887,Neutral,women
twv14811,en,0,@mwangaza_kawira Hello there,Neutral,women
twv14812,und,0,@mwangaza_kawira 0729302052,Neutral,women
twv14813,en,0,@mwangaza_kawira Followed,Neutral,women
twv14814,en,-0.5,@mwangaza_kawira <U+0001F923>wale wamepata lunch mko wapi? I tell you by 2027 things will messy,Trolling,women
twv14815,en,0,@mwangaza_kawira Start with me.0713375504,Trolling,women
twv14817,en,-1.2,@mwangaza_kawira You are right .. a government without oversight is dead,positive,women
twv14818,pt,0,@mwangaza_kawira Tuma,Neutral,women
twv14819,und,0,@mwangaza_kawira 0713382620,Neutral,women
twv14820,en,0,"@mwangaza_kawira make me counted Madaam
0710803450",Neutral,women
twv14821,tl,0,@mwangaza_kawira Weka hiyo lunj sasa mhesh...0718664414,Neutral,women
twv14822,in,0,@mwangaza_kawira Kalale,Trolling,women
twv14823,in,0,@mwangaza_kawira Weka,Neutral,women
twv14824,en,-0.5,@mwangaza_kawira Mimi mhesimiwa I'm desperately in need of your lunch,Neutral,women
twv14825,und,0,@mwangaza_kawira https://t.co/eqpgjM2lEV,Neutral,women
twv14826,und,0,@mwangaza_kawira 0726632062,Neutral,women
twv14827,tl,0,@mwangaza_kawira wapi hiyo lunch nadai kukula,Trolling,women
twv14828,ht,0,@mwangaza_kawira Pamoja Mweshimiwa <U+270A>,Neutral,women
twv14830,en,0,@mwangaza_kawira Hello mheshimiwa. I need your lunch. 0725282915,Neutral,women
twv14831,en,0,@mwangaza_kawira @NdindiiNyoro Following,Neutral,women
twv14833,es,0,@mwangaza_kawira Ungooooo,Trolling,women
twv14834,en,0,@mwangaza_kawira Buy now 0704719425,Neutral,women
twv14835,en,0,@mwangaza_kawira Okay buy lunch now.,Neutral,women
twv14837,en,0,@mwangaza_kawira My no 0110004767,Neutral,women
twv14838,en,0,@mwangaza_kawira Your an example of how God can do to those who believe in him.,positive,women
twv14839,en,0,@mwangaza_kawira Waiting..,Neutral,women
twv14840,en,0,@mwangaza_kawira Following.... 0723732238,Neutral,women
twv14841,en,0,@mwangaza_kawira Count me,Neutral,women
twv14842,und,0,@mwangaza_kawira Hi,Neutral,women
twv14843,und,0,@mwangaza_kawira 0741185868,Neutral,women
twv14844,tl,0,@mwangaza_kawira following u 0728323504 ikuwe ni ukweli mwesh,Trolling,women
twv14845,en,0,@mwangaza_kawira Lunch Mrs governor,Neutral,women
twv14847,en,-0.5,@mwangaza_kawira Kwani the only thing we dying to have is lunch,Insult and Hate Speech,women
twv14849,en,0,"@mwangaza_kawira Here I am madam governor,,,,0704344126",Neutral,women
twv14851,en,0,@mwangaza_kawira Done! 0722970177,Neutral,women
twv14852,et,0,@mwangaza_kawira Mine 0721854784,Neutral,women
twv14854,tl,0,@mwangaza_kawira Governor ni mama<U+0001F4AA><U+0001F4AA>,Neutral,women
twv14855,und,0,@mwangaza_kawira 0724929677,Neutral,women
twv14856,en,-1.5,@mwangaza_kawira Most of this accounts are fake and guys are falling for it,Neutral,women
twv14858,en,-0.75,@mwangaza_kawira Fake account.,Neutral,women
twv14859,en,0,@mwangaza_kawira Am here but am later,Neutral,women
twv14860,en,0,@mwangaza_kawira I thought she disowned this account,Neutral,women
twv14861,sl,0,@mwangaza_kawira Naongoja my able Gvn<U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F>,Neutral,women
twv14862,und,0,@mwangaza_kawira 0741787776,Neutral,women
twv14863,en,0,@mwangaza_kawira Do it madam,Neutral,women
twv14864,in,0,@mwangaza_kawira 0741968744 fanya kitu bottom up ni really,Neutral,women
twv14865,sl,0,@mwangaza_kawira Leta,Neutral,women
twv14866,in,0,@mwangaza_kawira Lunch itanipeleka mpaka wapi,Trolling,women
twv14868,und,0,@mwangaza_kawira 0710901714,Neutral,women
twv14869,en,0,@mwangaza_kawira Leta lunch,Neutral,women
twv14870,und,0,@mwangaza_kawira O796072556,Neutral,women
twv14875,und,0,@mwangaza_kawira 0723027446,Neutral,women
twv14876,und,0,@mwangaza_kawira Hey,Neutral,women
twv14877,in,0,@mwangaza_kawira Hivi ndio mnatudanganyanga tunawavotia<U+0001F972>,Insult and Hate Speech,women
twv14878,en,0,@mwangaza_kawira Buy now,Neutral,women
twv14879,tl,0,"@mwangaza_kawira Niko hapa mhesh,0726385750",Neutral,women
twv14880,en,-0.5,@mwangaza_kawira Not when you sold your soul to the devil,Insult and Hate Speech,women
twv14881,en,-0.25,@mwangaza_kawira Parody,Trolling,women
twv14882,und,0,@mwangaza_kawira @NdindiiNyoro 0793538787,Neutral,women
twv14883,tl,0,@mwangaza_kawira Utoto wa Facebook umeleta hapa.,Insult and Hate Speech,women
twv14884,en,0,"@mwangaza_kawira @Bhai_Byron 
I'll buy supper fr the first 100 followers",Trolling,women
twv14885,en,0,@mwangaza_kawira U believe or is it that you have just been bought.,Insult and Hate Speech,women
twv14886,und,0,@mwangaza_kawira Alaaa,Neutral,women
twv14887,en,-1.5,@mwangaza_kawira Meru is doomed under your government,Insult and Hate Speech,women
twv14888,in,0,@mwangaza_kawira @NdindiiNyoro 0791803950 follower mpesano,Neutral,women
twv14889,en,0,@mwangaza_kawira Nd you guys believe you gonna get that lunch <U+0001F602><U+0001F602>,Neutral,women
twv14890,tl,0,@mwangaza_kawira Yuko Na wewe,Neutral,women
twv14891,tl,0,@mwangaza_kawira governor ni mama 0748698957,Neutral,women
twv14892,und,0,@mwangaza_kawira 0704340759,Neutral,women
twv14893,fi,0,@mwangaza_kawira Naingoja sana hio lunch mhesh <U+0001F602><U+0001F602><U+0001F602>,Neutral,women
twv14894,und,0,@mwangaza_kawira 0740325821,Neutral,women
twv14895,en,0,@mwangaza_kawira Am here <U+0001F917><U+0001F917>,Neutral,women
twv14897,en,0,@mwangaza_kawira Edwin 0700147827,Neutral,women
twv14898,und,0,@mwangaza_kawira Hi 0111647372,Neutral,women
twv14900,und,0,@mwangaza_kawira 0727522145,Neutral,women
twv14901,et,0,@mwangaza_kawira Meru Gavana Ni mama<U+0001F4AA>,Neutral,women
twv14902,en,0,@mwangaza_kawira Count me in,Neutral,women
twv14903,en,0,@mwangaza_kawira I have followed too,Neutral,women
twv14904,tl,0,@mwangaza_kawira Iko wapi 0710760776,Neutral,women
twv14905,en,0,@mwangaza_kawira Be serious madam governor till 9787417,Trolling,women
twv14906,en,0,@mwangaza_kawira Followed,Neutral,women
twv14907,und,0,@mwangaza_kawira 0707152558 Ikuje Mhesh,Neutral,women
twv14911,en,0,@mwangaza_kawira Waiting for that Lunch Mweshimiwa <U+0001F601>,Neutral,women
twv14913,en,0,@mwangaza_kawira Following,Neutral,women
twv14914,und,0,@mwangaza_kawira 0712876436,Neutral,women
twv14915,und,0,@mwangaza_kawira 0799098225,Neutral,women
twv14916,et,0,@mwangaza_kawira Uzuri asipobuy tunaunfollow<U+0001F602><U+0001F602>,Trolling,women
twv14918,en,0,@mwangaza_kawira Am waiting for the Lunch,Neutral,women
twv14919,tl,0,@mwangaza_kawira Iko wapi lunch mheshimiwa,Neutral,women
twv14920,en,-0.5,@mwangaza_kawira Is she really buying ama ni scum,Neutral,women
twv14921,und,0,@mwangaza_kawira 0791809510,Neutral,women
twv14922,und,0,@mwangaza_kawira 0706056280,Neutral,women
twv14925,tl,0,@mwangaza_kawira Niko hapa mama mwangaza 0113377018,Neutral,women
twv14926,und,0,"@mwangaza_kawira Hi,,,",Neutral,women
twv14927,und,0,@mwangaza_kawira 0721120882,Neutral,women
twv14928,en,0,@mwangaza_kawira Am here 0793751180,Neutral,women
twv14931,und,0,@mwangaza_kawira 0711373764,Neutral,women
twv14932,et,0,@mwangaza_kawira Nisort zanguu nibuy hio lunch,Neutral,women
twv14933,en,0,@mwangaza_kawira @NdindiiNyoro Am amongst them,Neutral,women
twv14934,en,0,@mwangaza_kawira It's lunch time Send something,Neutral,women
twv14935,tl,0,@mwangaza_kawira Go buy for kikuyus and kalenjins.,Insult and Hate Speech,women
twv14936,pl,0,@mwangaza_kawira Niko ndwani,Neutral,women
twv14937,en,0,@mwangaza_kawira Here I am need lunch,Neutral,women
twv14940,tl,0,@mwangaza_kawira Mama wa kazi,Neutral,women
twv14941,en,0,@mwangaza_kawira Send,Neutral,women
twv14942,und,0,@mwangaza_kawira @NdindiiNyoro Haaaaaa,Neutral,women
twv14943,en,0,@mwangaza_kawira Hello,Trolling,women
twv14945,en,0,@mwangaza_kawira I am her 0728391893,Neutral,women
twv14946,und,0,@mwangaza_kawira Hi,Neutral,women
twv14947,en,0,@mwangaza_kawira Hello,Neutral,women
twv14948,und,0,@mwangaza_kawira @kipkoech_jimmy,Neutral,women
twv14950,und,0,@mwangaza_kawira O706775021,Neutral,women
twv14951,und,0,@mwangaza_kawira @NdindiiNyoro 0718081516,Neutral,women
twv14952,en,0,@mwangaza_kawira Am here 0710322310,Neutral,women
twv14953,und,0,@mwangaza_kawira Hie,Neutral,women
twv14954,tl,0,@mwangaza_kawira Nko number ngapi,Neutral,women
twv14955,en,0,@mwangaza_kawira @NdindiiNyoro IAM here 0799 600814,Neutral,women
twv14958,ht,0,@mwangaza_kawira Mwenye atapata anishtue,Neutral,women
twv14960,en,0,@mwangaza_kawira Send  me  mine  it's   already  lunchtime  -0798754115,Neutral,women
twv14961,und,0,@mwangaza_kawira 0746388518,Neutral,women
twv14962,en,0,"@mwangaza_kawira I'm here,  0720595185",Neutral,women
twv14966,und,0,@mwangaza_kawira <U+0001F3CC><U+FE0F>,Neutral,women
twv14967,en,0,"@mwangaza_kawira Here, madam governor, buy",Neutral,women
twv14968,und,0,@mwangaza_kawira 0712041670,Neutral,women
twv14969,und,0,@mwangaza_kawira 0796257547,Neutral,women
twv14970,en,0,@mwangaza_kawira Concentrate on county politics.,Trolling,women
twv14972,in,0,@mwangaza_kawira Yangu hapa 0748849993,Neutral,women
twv14973,en,0,@mwangaza_kawira Still waiting my Governor,Neutral,women
twv14975,en,0,@mwangaza_kawira Followed,Neutral,women
twv14976,en,-0.8,"@mwangaza_kawira Hello Mwangaza, whoever sends that lunch really delays. Imagine since yesterday",Trolling,women
twv14977,en,0,@mwangaza_kawira Mheshi do something,Neutral,women
twv14978,in,0,@mwangaza_kawira Kwani hifikangi 748260913,Neutral,women
twv14979,und,0,@mwangaza_kawira 0743818597,Neutral,women
twv14981,und,0,@mwangaza_kawira @NdindiiNyoro Ok,Neutral,women
twv14982,en,0,@mwangaza_kawira Waiting...0722835181,Neutral,women
twv14983,und,0,@mwangaza_kawira 0718835383,Neutral,women
twv14984,en,0,@mwangaza_kawira @NdindiiNyoro Ur not buying <U+0001F622> 0111716643,Trolling,women
twv14986,en,0,@mwangaza_kawira Waiting,Neutral,women
twv14987,en,0,@mwangaza_kawira Lunch kwanza ndio tuamini 0759458917.conladies are many,Insult and Hate Speech,women
twv14988,en,0,@mwangaza_kawira Just do it 0720937866,Neutral,women
twv14992,und,0,@mwangaza_kawira 0701305133,Neutral,women
twv14994,und,0,@mwangaza_kawira 0723706008,Neutral,women
twv14996,und,0,@mwangaza_kawira 0702290830,Neutral,women
twv14997,en,0,@mwangaza_kawira @NdindiiNyoro I'm there,Neutral,women
twv14998,in,0,@mwangaza_kawira Weka hapa mama wetu 0722921522,Neutral,women
twv14999,in,0,"@mwangaza_kawira Unajua ni uwongo, uwongo, uwongo.....",Insult and Hate Speech,women
twv15001,und,0,@mwangaza_kawira 0727940746,Neutral,women
twv15002,und,0,@mwangaza_kawira 0724911672,Neutral,women
twv15003,und,0,@mwangaza_kawira 0711888269,Neutral,women
twv15004,tl,0,@mwangaza_kawira Mi sitaki lunch nilipie fuliza 500 0729045997,Neutral,women
twv15006,und,0,@mwangaza_kawira 0713375457,Neutral,women
twv15007,in,-0.8,@mwangaza_kawira I see 700 Kenyans bado 1k but no one amepata lunch what's happening ama umeingia Kwa looters ukakuwa tu kama wao<U+0001F602>,Insult and Hate Speech,women
twv15008,tl,0,@mwangaza_kawira 0714378010 Naomba utume hiyo lunch.,Neutral,women
twv15009,tl,0,"@mwangaza_kawira How are you, Mheshimiwa?",Neutral,women
twv15010,en,-0.35,"@mwangaza_kawira Hii trend is fake and old way to get followers.. 2000 x 200 = 400,000..",Trolling,women
